日期,时间,纬度,经度,深度,震级类型,震级值,事件类型,参考地名
2013-04-03,17:43:53.1,31.74,104.19,6,ML,1.8,eq,四川安县
2013-04-03,17:28:53.5,32.86,105.53,7,ML,1.1,eq,陕西宁强
2013-04-03,17:06:24.0,29.98,99.52,5,ML,2.1,eq,四川理塘
2013-04-03,16:30:43.4,27.04,100.29,24,ML,1.7,eq,云南古城
2013-04-03,16:08:42.3,31.24,103.78,5,ML,1.6,eq,四川彭州
2013-04-03,15:24:15.9,32.01,104.55,5,ML,1.7,eq,四川北川
2013-04-03,13:12:23.2,32.17,104.55,5,ML,1.2,eq,四川平武
2013-04-03,12:36:56.5,33.31,105.15,8,ML,1.0,eq,甘肃武都
2013-04-03,10:59:23.3,32.32,104.88,15,ML,2.0,eq,四川平武
2013-04-03,09:25:49.9,29.47,105.58,7,ML,2.1,eq,重庆荣昌
2013-04-03,08:00:14.7,31.34,103.37,5,ML,1.7,eq,四川汶川
2013-04-03,06:54:00.2,29.08,102.38,9,ML,1.0,eq,四川石棉
2013-04-03,06:18:52.7,31.01,103.31,11,ML,1.1,eq,四川汶川
2013-04-03,05:27:41.3,31.78,104.27,5,ML,1.3,eq,四川安县
2013-04-03,05:18:57.9,29.51,104.02,15,ML,2.5,eq,四川井研
2013-04-03,04:42:41.6,27.69,101.03,15,ML,1.7,eq,四川盐源
2013-04-03,04:34:09.7,31.48,104.14,7,ML,1.8,eq,四川绵竹
2013-04-03,04:07:57.5,31.33,103.76,5,ML,1.2,eq,四川彭州
2013-04-03,04:03:38.9,31.63,104.10,5,ML,1.1,eq,四川绵竹
2013-04-03,03:53:49.7,31.08,103.32,6,ML,1.0,eq,四川汶川
2013-04-03,02:27:51.8,31.76,104.09,5,ML,1.8,eq,四川茂县
2013-04-03,01:33:41.3,31.29,103.44,5,ML,1.3,eq,四川汶川
2013-04-03,00:43:50.3,30.94,103.34,15,ML,2.1,eq,四川汶川
2013-04-03,00:30:08.3,31.47,104.16,10,ML,1.5,eq,四川绵竹
2013-04-02,23:55:49.8,31.83,104.28,21,ML,2.2,eq,四川北川
2013-04-02,23:38:45.9,31.69,103.19,5,ML,1.9,eq,四川理县
2013-04-02,23:03:30.3,31.28,103.55,13,ML,1.4,eq,四川汶川
2013-04-02,20:21:47.1,30.53,103.35,5,ML,1.9,eq,四川邛崃
2013-04-02,18:35:25.9,31.04,103.26,12,ML,1.2,eq,四川汶川
2013-04-02,17:56:46.2,30.00,102.33,12,ML,1.8,eq,四川天全
2013-04-02,17:55:38.1,29.39,102.18,14,ML,1.4,eq,四川石棉
2013-04-02,17:41:04.0,32.56,105.21,19,ML,1.9,eq,四川青川
2013-04-02,15:05:15.6,31.66,104.32,4,ML,1.3,eq,四川安县
2013-04-02,14:07:22.9,33.23,100.96,5,ML,2.0,eq,青海久治
2013-04-02,13:52:40.9,28.30,104.85,5,ML,1.2,eq,四川珙县
2013-04-02,12:27:58.7,31.22,103.43,5,ML,1.0,eq,四川汶川
2013-04-02,12:05:03.4,31.71,103.19,5,ML,1.9,eq,四川理县
2013-04-02,11:11:58.5,31.08,103.47,12,ML,1.0,eq,四川汶川
2013-04-02,10:36:50.9,28.27,104.83,5,ML,1.1,eq,四川珙县
2013-04-02,09:35:47.1,31.40,103.80,9,ML,2.0,eq,四川彭州
2013-04-02,07:47:11.6,28.06,104.80,8,ML,1.4,eq,四川珙县
2013-04-02,06:56:29.9,31.72,103.21,5,ML,1.3,eq,四川理县
2013-04-02,04:55:54.2,31.73,103.24,5,ML,1.0,eq,四川理县
2013-04-02,04:02:23.0,32.11,104.59,12,ML,1.5,eq,四川平武
2013-04-02,02:58:41.1,32.34,105.06,12,ML,2.1,eq,四川青川
2013-04-02,02:42:30.2,30.32,97.04,8,ML,1.5,eq,西藏八宿
2013-04-02,01:48:28.3,27.06,103.99,6,ML,1.4,eq,贵州威宁
2013-04-02,01:28:52.5,31.73,103.22,5,ML,1.3,eq,四川理县
2013-04-02,00:28:27.0,27.20,103.58,5,ML,1.1,eq,云南鲁甸
2013-04-02,00:20:07.0,32.30,101.25,5,ML,1.6,eq,四川壤塘
2013-04-01,23:47:54.2,32.14,104.57,6,ML,1.1,eq,四川平武
2013-04-01,23:44:47.3,30.33,102.95,5,ML,1.0,eq,四川芦山
2013-04-01,22:46:39.0,26.81,101.95,6,ML,1.1,eq,四川米易
2013-04-01,21:07:39.7,30.31,97.04,8,ML,2.0,eq,西藏八宿
2013-04-01,20:14:19.4,29.48,105.60,7,ML,1.8,eq,重庆荣昌
2013-04-01,19:41:05.5,28.30,104.85,5,ML,1.4,eq,四川珙县
2013-04-01,19:30:07.5,26.87,99.97,5,ML,1.4,eq,云南玉龙
2013-04-01,19:25:01.8,26.69,100.22,5,ML,1.0,eq,云南鹤庆
2013-04-01,19:21:10.1,28.21,100.88,10,ML,2.0,eq,四川木里
2013-04-01,18:48:00.3,31.24,103.67,5,ML,1.5,eq,四川都江堰
2013-04-01,15:35:15.3,28.34,104.85,8,ML,1.1,eq,四川长宁
2013-04-01,14:00:21.3,31.25,103.62,9,ML,2.3,eq,四川都江堰
2013-04-01,13:34:09.0,27.09,102.08,12,ML,2.2,eq,四川米易
2013-04-01,12:28:51.9,31.31,103.67,6,ML,1.5,eq,四川都江堰
2013-04-01,12:15:15.2,29.42,103.53,6,ML,1.3,eq,四川乐山
2013-04-01,09:12:11.6,28.32,104.89,5,ML,1.3,eq,四川兴文
2013-04-01,08:41:18.7,30.59,105.28,18,ML,2.8,eq,四川蓬溪
2013-04-01,07:31:41.0,31.20,103.42,6,ML,1.2,eq,四川汶川
2013-04-01,07:01:02.5,30.06,102.09,5,ML,1.9,eq,四川康定
2013-04-01,06:21:17.5,31.70,103.19,14,ML,3.7,eq,四川理县
2013-04-01,06:10:10.0,29.36,105.51,9,ML,1.1,eq,重庆荣昌
2013-04-01,06:03:33.0,29.47,105.59,6,ML,1.9,eq,重庆荣昌
2013-04-01,05:35:34.8,31.76,104.18,13,ML,2.8,eq,四川北川
2013-04-01,05:33:30.5,30.29,103.86,9,ML,2.0,eq,四川彭山
2013-04-01,05:28:58.4,29.46,105.59,6,ML,2.1,eq,重庆荣昌
2013-04-01,04:45:32.3,28.05,101.07,5,ML,1.6,eq,四川木里
2013-04-01,03:48:55.2,26.89,102.68,5,ML,1.4,eq,四川宁南
2013-04-01,03:41:02.9,29.99,102.93,11,ML,1.0,eq,四川雅安
2013-04-01,03:06:50.2,29.14,102.24,12,ML,1.6,eq,四川石棉
2013-04-01,01:29:03.1,30.09,102.06,6,ML,1.6,eq,四川康定
